title,url,summary,content,author,combined_text,Relevance_Score,Relevant_to_Education_in_UAE
Dubai: Community mourns death of school bus driver who served for 30 years,https://www.khaleejtimes.com/uae/dubai-community-mourns-death-of-school-bus-driver-who-served-for-30-years,"Every day without fail, he would guide and look after thousands of students as if he knew by heart which bus each of them should take",,,"Dubai: Community mourns death of school bus driver who served for 30 years. Every day without fail, he would guide and look after thousands of students as if he knew by heart which bus each of them should take",0.5204117894172668,True
"10-year-old Dubai student collects school supplies, teaches music online for Indian charity house",https://www.khaleejtimes.com/uae/education/10-year-old-dubai-student-collects-school-supplies-teaches-music-online-for-indian-charity-house,"At her house, she also hosts a reading drive for young children to donate, lend and borrow books",,,"10-year-old Dubai student collects school supplies, teaches music online for Indian charity house. At her house, she also hosts a reading drive for young children to donate, lend and borrow books",0.47338348627090454,True
"Dubai students pack 9,000 school kits for low-income families",https://www.khaleejtimes.com/uae/dubai-students-pack-9000-school-kits-for-low-income-families,"In the first phase of the initiative, students organised several events including spring fairs, bake sales, and games to raise funds",,,"Dubai students pack 9,000 school kits for low-income families. In the first phase of the initiative, students organised several events including spring fairs, bake sales, and games to raise funds",0.540031909942627,True
Dubai: Students recreate international space station gadgets in school lab,https://www.khaleejtimes.com/uae/education/dubai-students-recreate-international-space-station-gadgets-in-school-lab,Space Lab programme will be available as an elective option for Grades 9-10 students in Design under the IBMYP in the upcoming academic year,,,Dubai: Students recreate international space station gadgets in school lab. Space Lab programme will be available as an elective option for Grades 9-10 students in Design under the IBMYP in the upcoming academic year,0.5675530433654785,True
"Dubai teens swap uniforms for gowns, buses for limos as proms cap school year",https://www.khaleejtimes.com/uae/suits-gowns-limo-rides-proms-stir-up-a-storm-across-dubai-as-academic-year-ends,"Usually, proms are organised for students that have written board exams, at the end of their school year",,,"Dubai teens swap uniforms for gowns, buses for limos as proms cap school year. Usually, proms are organised for students that have written board exams, at the end of their school year",0.675564706325531,True
UAE school holidays: Free entry for children to Dubai Crocodile Park,https://www.khaleejtimes.com/life-and-living/uae-holidays/uae-school-holidays-free-entry-for-children-to-dubai-crocodile-park,Tickets to the park cost Dh95 for adults and Dh75 for children during the year,,,UAE school holidays: Free entry for children to Dubai Crocodile Park. Tickets to the park cost Dh95 for adults and Dh75 for children during the year,0.46612927317619324,True
"Dubai halts school inspections for next year; move will enhance stability, reduce workload",https://www.khaleejtimes.com/uae/education/dubai-halts-school-inspections-for-next-year-move-will-enhance-stability-reduce-workload,Schools must regularly update the self-evaluation form and the online profile throughout the next academic year,,,"Dubai halts school inspections for next year; move will enhance stability, reduce workload. Schools must regularly update the self-evaluation form and the online profile throughout the next academic year",0.4882708787918091,True
"Dubai: No school inspections for next year; how it will impact fees, ratings, quality checks",https://www.khaleejtimes.com/uae/education/dubai-no-school-inspections-for-next-year-how-it-will-impact-fees-ratings-quality-checks,"Temporary halt in inspections provide increased stability, decreased administrative burden, and improved data collection quality",,,"Dubai: No school inspections for next year; how it will impact fees, ratings, quality checks. Temporary halt in inspections provide increased stability, decreased administrative burden, and improved data collection quality",0.43997445702552795,True
Dubai: KHDA halts school inspections for next academic year,https://www.khaleejtimes.com/uae/education/dubai-khda-halts-school-inspections-for-next-academic-year,The extent to which schools can raise their fees depends on the most recent assessment from the bureau,,,Dubai: KHDA halts school inspections for next academic year. The extent to which schools can raise their fees depends on the most recent assessment from the bureau,0.7879952192306519,True
Dubai: 23 schools rated 'outstanding' by KHDA,https://www.khaleejtimes.com/uae/dubai-23-schools-rated-outstanding-by-khda,"A total of 209 schools in the emirate with more than 360,000 students were inspected this year",,,"Dubai: 23 schools rated 'outstanding' by KHDA. A total of 209 schools in the emirate with more than 360,000 students were inspected this year",0.8954805135726929,True
"Dubai students raise Dh720,000, give 9,000 kits to charity schools",https://www.khaleejtimes.com/uae/dubai-students-raise-dh720000-give-9000-kits-to-charity-schools,These activities are taking place from June 10 to June 25 across various educational institutions,,,"Dubai students raise Dh720,000, give 9,000 kits to charity schools. These activities are taking place from June 10 to June 25 across various educational institutions",0.5423499941825867,True
Dubai's Rayhan wins Conditional Status card at PGA Tour Americas Final Qualifying School event,https://www.khaleejtimes.com/sports/dubais-rayhan-wins-conditional-status-card-at-pga-tour-americas-final-qualifying-school-event,"Making his pro debut, the 24-year-old golfer finished ninth after a close play-off battle at Soboba Springs GC, California",,,"Dubai's Rayhan wins Conditional Status card at PGA Tour Americas Final Qualifying School event. Making his pro debut, the 24-year-old golfer finished ninth after a close play-off battle at Soboba Springs GC, California",0.623260498046875,True
Dubais Rayhan Thomas storms into contention at Qualifying School of 2024 PGA Tour Americas,https://www.khaleejtimes.com/sports/dubais-rayhan-thomas-storms-into-contention-at-qualifying-school-of-2024-pga-tour-americas,Playing in his first tournament since turning pro this month the 24-year-old lies three shots behind the leaders heading into the final round,,,Dubais Rayhan Thomas storms into contention at Qualifying School of 2024 PGA Tour Americas. Playing in his first tournament since turning pro this month the 24-year-old lies three shots behind the leaders heading into the final round,0.5285128951072693,True
Partner Content:Canadian University Dubai partners with Global University Systems Canada to create pathways to medical schools,https://www.khaleejtimes.com/kt-network/canadian-university-dubai-partners-with-global-university-systems-canada-to-create-pathways-to-medic,Agreement provides BSc in Public Health graduates with direct entry to North American medicine programmes,,,Partner Content:Canadian University Dubai partners with Global University Systems Canada to create pathways to medical schools. Agreement provides BSc in Public Health graduates with direct entry to North American medicine programmes,0.7831096649169922,True
"Dubai announces Eid Al Fitr holidays for private schools, universities and nurseries",https://www.khaleejtimes.com/uae/education/dubai-announces-eid-al-fitr-holidays-for-private-schools-universities-and-nurseries,"While the festival marks the end of Ramadan, the first day of Eid will be declared after the sighting of the moon",,,"Dubai announces Eid Al Fitr holidays for private schools, universities and nurseries. While the festival marks the end of Ramadan, the first day of Eid will be declared after the sighting of the moon",0.44501808285713196,True
"Over Dh100,000 fees, custom menus: Inside one of Dubai's most expensive schools",https://www.khaleejtimes.com/uae/over-dh100000-fees-custom-menus-inside-one-of-dubais-most-expensive-schools,"Despite the high tuition fees, the school is operating at full capacity, with students now on a waiting list",,,"Over Dh100,000 fees, custom menus: Inside one of Dubai's most expensive schools. Despite the high tuition fees, the school is operating at full capacity, with students now on a waiting list",0.8425835967063904,True
Dubai: 100 students from 5 schools learn diplomacy at United Nations simulation,https://www.khaleejtimes.com/uae/education/dubai-100-students-from-5-schools-learn-diplomacy-at-united-nations-simulation,They participated in the first edition of Junior DIAMUN and engaged in debates and proposed solutions for global issues,,,Dubai: 100 students from 5 schools learn diplomacy at United Nations simulation. They participated in the first edition of Junior DIAMUN and engaged in debates and proposed solutions for global issues,0.647972822189331,True
"Revealed: 15 cheapest schools in Dubai with tuition fees at less than Dh14,000 per year",https://www.khaleejtimes.com/uae/education/revealed-15-cheapest-schools-in-dubai-with-tuition-fees-at-less-than-dh14000-per-year,"Thinking of moving your child to a more affordable school? This list, based on the KHDA's fact sheets, can help",,,"Revealed: 15 cheapest schools in Dubai with tuition fees at less than Dh14,000 per year. Thinking of moving your child to a more affordable school? This list, based on the KHDA's fact sheets, can help",0.9436819553375244,True
Dubai: 400 scholarships on offer for exceptional Emirati students in private schools,https://www.khaleejtimes.com/uae/dubai-400-scholarships-on-offer-for-exceptional-emirati-school-students,,,,Dubai: 400 scholarships on offer for exceptional Emirati students in private schools. ,0.41303080320358276,True
Dubai: Schools seek ideas from parents on tackling traffic jams,https://www.khaleejtimes.com/uae/dubai-schools-seek-ideas-from-parents-on-tackling-traffic-jams-sends-them-questionnaire,The online survey is being conducted by RTA in cooperation with KHDA,,,Dubai: Schools seek ideas from parents on tackling traffic jams. The online survey is being conducted by RTA in cooperation with KHDA,0.4274108409881592,True
"Dubai's new traffic plan: Parents urge school bus operators to reduce fees, commute times",https://www.khaleejtimes.com/uae/new-plan-to-ease-traffic-around-dubai-schools-parents-urge-bus-operators-to-reduce-fees-commute-ti,Some parents say they would much rather opt for the school run themselves rather than using the school bus,,,"Dubai's new traffic plan: Parents urge school bus operators to reduce fees, commute times. Some parents say they would much rather opt for the school run themselves rather than using the school bus",0.7057380080223083,True
Dubai: Rains cut final school days short for some students; emotions run high,https://www.khaleejtimes.com/uae/dubai-rains-cut-final-school-days-short-for-some-students-emotions-run-high,"Leaver's breakfast, special assembly, signing T-shirts; all plans are now altered for senior students",,,"Dubai: Rains cut final school days short for some students; emotions run high. Leaver's breakfast, special assembly, signing T-shirts; all plans are now altered for senior students",0.7895631790161133,True
"Dubai rains: Class attendance mandatory for distance learning, school heads say",https://www.khaleejtimes.com/uae/dubai-rains-class-attendance-mandatory-for-distance-learning-school-heads-say,Educators advised students to take ownership of their learning journey and be punctual,,,"Dubai rains: Class attendance mandatory for distance learning, school heads say. Educators advised students to take ownership of their learning journey and be punctual",0.49698925018310547,True
Dubai announces 2-day distance learning for all private schools due to unstable weather,https://www.khaleejtimes.com/uae/dubai-announces-2-day-distance-learning-for-all-private-schools-due-to-unstable-weather,The decision aims to ensure the safety of teachers as well as students across the country,,,Dubai announces 2-day distance learning for all private schools due to unstable weather. The decision aims to ensure the safety of teachers as well as students across the country,0.8751009106636047,True
"Dubai, Sharjah private schools extend distance learning",https://www.khaleejtimes.com/uae/dubai-private-schools-urged-to-extend-distance-learning-for-students-facing-post-flood-challenges,On-site classes were disrupted after the recent severe weather conditions across the UAE,,,"Dubai, Sharjah private schools extend distance learning. On-site classes were disrupted after the recent severe weather conditions across the UAE",0.7055025696754456,True
Dubai: School staff work overnight to clean up campuses,https://www.khaleejtimes.com/uae/dubai-school-support-staff-overnight-stay-back-to-ready-campuses-amid-rain-challenges,"Tuesday night saw housekeeping staff dedicatedly tackling waterlogging issues, fixing electrical supplies to be able to receive students soon",,,"Dubai: School staff work overnight to clean up campuses. Tuesday night saw housekeeping staff dedicatedly tackling waterlogging issues, fixing electrical supplies to be able to receive students soon",0.5163416266441345,True
"Dubai: Remote learning, work from home announced for private schools, govt employees",https://www.khaleejtimes.com/uae/dubai-remote-learning-work-from-home-announced-for-private-schools-govt-employees,Public schools across the country will be conducting online classes on Tuesday and Wednesday due to unstable weather conditions,,,"Dubai: Remote learning, work from home announced for private schools, govt employees. Public schools across the country will be conducting online classes on Tuesday and Wednesday due to unstable weather conditions",0.6144000887870789,True
"Remote learning at all Dubai schools: Delayed start, extra breaks for many students",https://www.khaleejtimes.com/uae/remote-learning-at-all-dubai-schools-delayed-start-extra-breaks-for-many-students,"More heavy rains, hail forecast as unstable weather intensifies across UAE",,,"Remote learning at all Dubai schools: Delayed start, extra breaks for many students. More heavy rains, hail forecast as unstable weather intensifies across UAE",0.7160804867744446,True
"Dubai rains hero found! Meet expat who towed school bus, students out of floods in viral video",https://www.khaleejtimes.com/uae/dubai-rains-hero-found-meet-expat-who-towed-school-bus-students-out-of-floods-in-viral-video,The Dubai resident said that he didn't do this for fame or recognition: 'I just fulfilled my humanitarian and civic duties',,,"Dubai rains hero found! Meet expat who towed school bus, students out of floods in viral video. The Dubai resident said that he didn't do this for fame or recognition: 'I just fulfilled my humanitarian and civic duties'",0.49941036105155945,True
Dubai school fee hikes: How is it calculated? Education cost index explained,https://www.khaleejtimes.com/uae/what-is-the-education-cost-index-that-determines-school-fee-hikes,Private schools in Dubai have been allowed to raise school fees for next academic year on the basis of Education Cost Index (ECI) of 2.6%,,,Dubai school fee hikes: How is it calculated? Education cost index explained. Private schools in Dubai have been allowed to raise school fees for next academic year on the basis of Education Cost Index (ECI) of 2.6%,0.7609132528305054,True
Dubai allows private schools to increase fees by up to 5.2%; calculations explained,https://www.khaleejtimes.com/uae/education/dubai-allows-all-private-schools-to-increase-fees-by-up-to-5-2,"The rate by which schools can adjust their fees is tied to each institute's recent inspection rating, says KHDA",,,"Dubai allows private schools to increase fees by up to 5.2%; calculations explained. The rate by which schools can adjust their fees is tied to each institute's recent inspection rating, says KHDA",0.8968412280082703,True
'Salaries not keeping up': Dubai parents worry about budgets after school fee hikes approved,https://www.khaleejtimes.com/uae/education/salaries-not-keeping-up-dubai-parents-worry-about-tight-budgets-after-school-fee-hike,School heads say any increase in fees would be used to enhance infrastructure and support the development of their teaching staff,,,'Salaries not keeping up': Dubai parents worry about budgets after school fee hikes approved. School heads say any increase in fees would be used to enhance infrastructure and support the development of their teaching staff,0.6511822938919067,True
Ramadan in Dubai: Dh600 million donated to build school campus by real estate firm,https://www.khaleejtimes.com/uae/dubai-dh600-million-donated-to-build-school-campus-by-real-estate-firm,"Spread across 800,000 square feet, the educational centre will be able to accommodate more than 5,000 students",,,"Ramadan in Dubai: Dh600 million donated to build school campus by real estate firm. Spread across 800,000 square feet, the educational centre will be able to accommodate more than 5,000 students",0.7658823728561401,True
Dubai: Some schools to reopen from April 1 before Eid Al Fitr holidays,https://www.khaleejtimes.com/uae/education/dubai-some-schools-to-reopen-from-april-1-before-eid-al-fitr-holidays,Ramadan timings will be followed as Indian-curriculum schools set to begin new academic year,,,Dubai: Some schools to reopen from April 1 before Eid Al Fitr holidays. Ramadan timings will be followed as Indian-curriculum schools set to begin new academic year,0.7272100448608398,True
"Dubai: Want to become a teacher in a private school? Qualification, requirements explained",https://www.khaleejtimes.com/life-and-living/dubai-want-to-become-a-teacher-in-a-private-school-qualification-requirements-explained,"The KHDA has set criteria that need to be met by applicants, as it regulates private education in the city",,,"Dubai: Want to become a teacher in a private school? Qualification, requirements explained. The KHDA has set criteria that need to be met by applicants, as it regulates private education in the city",0.7486091256141663,True
Dubai schools record full attendance on first day of Ramadan,https://www.khaleejtimes.com/uae/education/dubai-schools-record-full-attendance-on-first-day-of-ramadan,Schools cooperate with neighbouring institutions to tackle traffic during drop-off and pick-up times,,,Dubai schools record full attendance on first day of Ramadan. Schools cooperate with neighbouring institutions to tackle traffic during drop-off and pick-up times,0.6066350936889648,True
Dubai school announces distance learning; most to resume in-person classes after heavy rains,https://www.khaleejtimes.com/uae/education/dubai-school-announces-distance-learning-most-to-resume-in-person-classes-after-heavy-rains,Some institutions are opting to continue distance learning for some grades after the weekend,,,Dubai school announces distance learning; most to resume in-person classes after heavy rains. Some institutions are opting to continue distance learning for some grades after the weekend,0.6458996534347534,True
Abu Dhabi's new schooling policy places students' choices for higher education over traditional norms,https://www.khaleejtimes.com/uae/education/abu-dhabi-higher-education-schooling-policy,"The initiative also ensures that every student, regardless of school fees or background, has access to a qualified career counsellor",,,"Abu Dhabi's new schooling policy places students' choices for higher education over traditional norms. The initiative also ensures that every student, regardless of school fees or background, has access to a qualified career counsellor",0.40289628505706787,True
'Beyond just counselling': Abu Dhabi set to enhance mental health support in schools,https://www.khaleejtimes.com/uae/beyond-just-counselling-abu-dhabi-set-to-enhance-mental-health-support-in-schools,"Now, ADEK mandates every school to have a dedicated student wellbeing strategy and mental health policy",,,"'Beyond just counselling': Abu Dhabi set to enhance mental health support in schools. Now, ADEK mandates every school to have a dedicated student wellbeing strategy and mental health policy",0.5144656896591187,True
Abu Dhabi schools 'cannot just reject a student': New education policy ensures inclusivity,https://www.khaleejtimes.com/uae/education/abu-dhabi-schools-cannot-just-reject-a-student-new-education-policy-ensures-inclusivity,"It is now mandatory for schools to explain why they cannot support a student with special needs or learning disabilities, and it is ADEK that will determine whether to uphold or revoke the decision",,,"Abu Dhabi schools 'cannot just reject a student': New education policy ensures inclusivity. It is now mandatory for schools to explain why they cannot support a student with special needs or learning disabilities, and it is ADEK that will determine whether to uphold or revoke the decision",0.51188063621521,True
"Yoga, standing desks: How Abu Dhabi schools are boosting physical activities",https://www.khaleejtimes.com/uae/yoga-standing-desks-how-abu-dhabi-schools-are-boosting-physical-activities,ADEK's new guidelines have mandated schools to incorporate 'frequent and short activity breaks' during lessons,,,"Yoga, standing desks: How Abu Dhabi schools are boosting physical activities. ADEK's new guidelines have mandated schools to incorporate 'frequent and short activity breaks' during lessons",0.43250563740730286,True
Abu Dhabi: No junk food at school; canteen menus to see big changes before full ban,https://www.khaleejtimes.com/uae/abu-dhabi-schools-rush-to-revamp-canteen-menus-after-junk-food-ban-parents-relieved,"While some have already begun offering healthy snacks, others aim to make significant changes within weeks, with a full transition by start of next academic year",,,"Abu Dhabi: No junk food at school; canteen menus to see big changes before full ban. While some have already begun offering healthy snacks, others aim to make significant changes within weeks, with a full transition by start of next academic year",0.5481944680213928,True
"How Abu Dhabi schools are enhancing career, university guidance programmes",https://www.khaleejtimes.com/uae/education/how-abu-dhabi-schools-are-enhancing-career-university-guidance-programmes,Adek has introduced this mandatory requirement to empower students in making informed career and institution choices,,,"How Abu Dhabi schools are enhancing career, university guidance programmes. Adek has introduced this mandatory requirement to empower students in making informed career and institution choices",0.500036895275116,True
"Abu Dhabi school break: Learn Arabic, produce artwork inspired by Suhail Star at these camps",https://www.khaleejtimes.com/uae/education/abu-dhabi-school-break-learn-arabic-produce-artwork-inspired-by-suhail-star-at-these-camps,"Starting on Monday, December 16, the School Break Camps Programme will offer camps designed to encourage continuous learning beyond the classroom",,,"Abu Dhabi school break: Learn Arabic, produce artwork inspired by Suhail Star at these camps. Starting on Monday, December 16, the School Break Camps Programme will offer camps designed to encourage continuous learning beyond the classroom",0.5126844644546509,True
Abu Dhabi private school fees: When can schools apply for tuition charge increase?,https://www.khaleejtimes.com/life-and-living/abu-dhabi-private-school-fees-when-can-schools-apply-for-tuition-charge-increase,What are the conditions and criteria under which an institution can apply for a fee hike?,,,Abu Dhabi private school fees: When can schools apply for tuition charge increase?. What are the conditions and criteria under which an institution can apply for a fee hike?,0.9167298674583435,True
Abu Dhabi: Want to be a school teacher? Sustainability mindset now essential for hiring,https://www.khaleejtimes.com/uae/education/abu-dhabi-want-to-be-a-school-teacher-sustainability-mindset-now-essential-for-hiring,"One school is setting expertise in saving the environment as a criterion for accepting new teachers, as part of its net-zero strategy",,,"Abu Dhabi: Want to be a school teacher? Sustainability mindset now essential for hiring. One school is setting expertise in saving the environment as a criterion for accepting new teachers, as part of its net-zero strategy",0.707996129989624,True
UAE: Unruly kids in classroom? What teachers can and cannot do for discipline under Abu Dhabi rules,https://www.khaleejtimes.com/life-and-living/uae-is-corporal-punishment-allowed-in-schools-discipline-student-expulsion-rules-in-abu-dhabi-exp,"A student behaviour policy in schools must outline acceptable corrective actions, which are proportionate, age-appropriate, and aligned with disciplinary guidelines",,,"UAE: Unruly kids in classroom? What teachers can and cannot do for discipline under Abu Dhabi rules. A student behaviour policy in schools must outline acceptable corrective actions, which are proportionate, age-appropriate, and aligned with disciplinary guidelines",0.7922592163085938,True
"Abu Dhabi private schools must have safety officer, on-site clinic, smoke-free campus by Feb 2026",https://www.khaleejtimes.com/uae/education/abu-dhabi-private-schools-must-have-safety-officer-on-site-clinic-smoke-free-campus,The essential health and safety policy reforms by Adek ensure student's well-being and emergency preparedness,,,"Abu Dhabi private schools must have safety officer, on-site clinic, smoke-free campus by Feb 2026. The essential health and safety policy reforms by Adek ensure student's well-being and emergency preparedness",0.6790285110473633,True
"Abu Dhabi bans termination of school leaders, teaching staff during academic term",https://www.khaleejtimes.com/uae/education/abu-dhabi-jobs-6-mandatory-positions-private-schools-must-ensure-under-revised-policy,"Adek's employment policy elaborates on staffing rules, protecting employee rights, promoting inclusivity",,,"Abu Dhabi bans termination of school leaders, teaching staff during academic term. Adek's employment policy elaborates on staffing rules, protecting employee rights, promoting inclusivity",0.4020649194717407,True
Abu Dhabi revises limits of school bag weight for students in private sector,https://www.khaleejtimes.com/uae/education/abu-dhabi-revises-limits-of-school-bag-weight-for-students-in-private-sector,"Schools will be expected to comply with the policy from February 1, 2026",,,"Abu Dhabi revises limits of school bag weight for students in private sector. Schools will be expected to comply with the policy from February 1, 2026",0.4346887767314911,True
Abu Dhabis Cranleigh School hoping to defend their title at 8th BSME Golf Open,https://www.khaleejtimes.com/sports/abu-dhabis-cranleigh-school-hoping-to-defend-their-title-at-8th-bsme-golf-open,"The Arabian Ranches Golf Club event has drawn elite competitors,including UAE National Team player Thomas Nesbitt and low-handicap standout Craig Murray from GEMS First Point",,,"Abu Dhabis Cranleigh School hoping to defend their title at 8th BSME Golf Open. The Arabian Ranches Golf Club event has drawn elite competitors,including UAE National Team player Thomas Nesbitt and low-handicap standout Craig Murray from GEMS First Point",0.43435677886009216,True
"Abu Dhabi schools set new homework rules, use e-books as backpack weight policy revised",https://www.khaleejtimes.com/uae/education/abu-dhabi-schools-set-new-homework-rules-use-e-books-as-backpack-weight-policy-revised,"With several alternatives now available, students no longer have to carry extra-heavy bags every day",,,"Abu Dhabi schools set new homework rules, use e-books as backpack weight policy revised. With several alternatives now available, students no longer have to carry extra-heavy bags every day",0.6790422797203064,True
'Hurts to see kids struggle': Abu Dhabi parents relieved as school bag weight limits revised,https://www.khaleejtimes.com/uae/education/hurts-to-see-kids-struggle-abu-dhabi-parents-relieved-as-school-bag-weight-limits-revised,Dubai parent hopes authorities in the emirate also consider implementing similar policies and reduce the burden,,,'Hurts to see kids struggle': Abu Dhabi parents relieved as school bag weight limits revised. Dubai parent hopes authorities in the emirate also consider implementing similar policies and reduce the burden,0.4479648172855377,True
"Now, Abu Dhabi parents can earn rewards for helping kids do homework, attending school events",https://www.khaleejtimes.com/uae/education/now-abu-dhabi-parents-can-earn-rewards-for-helping-kids-do-homework-attending-school-events,"While the initial rollout is limited to government schools, there are discussions about expanding the programme in the future",,,"Now, Abu Dhabi parents can earn rewards for helping kids do homework, attending school events. While the initial rollout is limited to government schools, there are discussions about expanding the programme in the future",0.748092532157898,True
"Abu Dhabi announces 39 new policies for private schools, 27 for early education institutes",https://www.khaleejtimes.com/uae/education/abu-dhabi-announces-39-new-policies-for-private-schools-27-for-early-education-institutes,"New policies to enhance governance, teaching quality, and student wellbeing, ensuring a more effective and accountable educational environment",,,"Abu Dhabi announces 39 new policies for private schools, 27 for early education institutes. New policies to enhance governance, teaching quality, and student wellbeing, ensuring a more effective and accountable educational environment",0.4331318140029907,True
"UAE: 1,000 pre-KG seats added in 12 schools in Abu Dhabi",https://www.khaleejtimes.com/uae/education/uae-1000-pre-kg-seats-added-in-12-schools-in-abu-dhabi,"These seats are available across private institutions in Abu Dhabi, Al Ain, and Al Dhafra",,,"UAE: 1,000 pre-KG seats added in 12 schools in Abu Dhabi. These seats are available across private institutions in Abu Dhabi, Al Ain, and Al Dhafra",0.5689699649810791,True
Watch: Abu Dhabi opens 3 new schools in Zayed City,https://www.khaleejtimes.com/uae/education/watch-abu-dhabi-opens-3-new-schools-in-zayed-city,"The schools will add 5,360 students for the 2024-2025 academic year",,,"Watch: Abu Dhabi opens 3 new schools in Zayed City. The schools will add 5,360 students for the 2024-2025 academic year",0.49933961033821106,True
"Abu Dhabi: Enrol your child in a charter school; eligibility, documents explained",https://www.khaleejtimes.com/life-and-living/abu-dhabi-enrol-your-child-in-a-charter-school-eligibility-documents-explained,"These American-curriculum schools are free of cost, and are neither public nor private",,,"Abu Dhabi: Enrol your child in a charter school; eligibility, documents explained. These American-curriculum schools are free of cost, and are neither public nor private",0.6408193111419678,True
"Abu Dhabi: New culinary, hospitality schools to train local talent, meet luxury industry demand",https://www.khaleejtimes.com/uae/abu-dhabi-new-culinary-hospitality-schools-open-to-train-local-talent-meet-luxury-industry-demand,"All the educational institutes offer short-term courses, bachelor's and master's degrees",,,"Abu Dhabi: New culinary, hospitality schools to train local talent, meet luxury industry demand. All the educational institutes offer short-term courses, bachelor's and master's degrees",0.4523330628871918,True
Wearing seatbelts mandatory in Abu Dhabi school buses,https://www.khaleejtimes.com/uae/education/wearing-seatbelts-mandatory-in-abu-dhabi-school-buses,The new regulations by the School Transport Executive Committee re meant to safeguard students' travel to and from school and reduce accidents involving children.,,,Wearing seatbelts mandatory in Abu Dhabi school buses. The new regulations by the School Transport Executive Committee re meant to safeguard students' travel to and from school and reduce accidents involving children.,0.6541243195533752,True
Boy sets record in Abu Dhabi school,https://www.khaleejtimes.com/uae/boy-sets-record-in-abu-dhabi-school,"ABU DHABI - Islamia High School, Abu Dhabi, has outperformed in the GCE 'A' level examinations 2003, held by Edexcel International, as one of its bright students got five 'As'.",,,"Boy sets record in Abu Dhabi school. ABU DHABI - Islamia High School, Abu Dhabi, has outperformed in the GCE 'A' level examinations 2003, held by Edexcel International, as one of its bright students got five 'As'.",0.5593535900115967,True
Abu Dhabi releases school ratings; 8 ranked outstanding in UAE identity mark inspections,https://www.khaleejtimes.com/uae/education/abu-dhabi-releases-school-ratings-8-ranked-outstanding-in-uae-identity-mark-inspections,Further inspections will cover 60 private schools before the end of the academic year,,,Abu Dhabi releases school ratings; 8 ranked outstanding in UAE identity mark inspections. Further inspections will cover 60 private schools before the end of the academic year,0.9436309337615967,True
"UAE: Distance learning announced for private schools in Abu Dhabi, Ajman, UAQ",https://www.khaleejtimes.com/uae/uae-distance-learning-announced-for-private-schools-in-ajman,The directive comes in light of hazardous weather conditions prevailing across the country,,,"UAE: Distance learning announced for private schools in Abu Dhabi, Ajman, UAQ. The directive comes in light of hazardous weather conditions prevailing across the country",0.8233881592750549,True
UAE: Abu Dhabis tuition-free coding school sees 25% surge in demand,https://www.khaleejtimes.com/uae/uae-abu-dhabis-tuition-free-coding-school-sees-25-surge-in-demand,"42 Abu Dhabi, which provides a unique peer-to-peer and gamified learning methodology, is set to host its second boot camp for the May intake",,,"UAE: Abu Dhabis tuition-free coding school sees 25% surge in demand. 42 Abu Dhabi, which provides a unique peer-to-peer and gamified learning methodology, is set to host its second boot camp for the May intake",0.7316895723342896,True
UAE: More parents can now track school buses through app in Abu Dhabi,https://www.khaleejtimes.com/uae/transport/uae-more-parents-can-now-track-school-buses-through-app-in-abu-dhabi,"Salama smart application has been expanded and is now available for all government, private, and charter schools",,,"UAE: More parents can now track school buses through app in Abu Dhabi. Salama smart application has been expanded and is now available for all government, private, and charter schools",0.7608447074890137,True
"Didnt know there were different religions until schooling in UAE, says former resident",https://www.khaleejtimes.com/entertainment/i-didnt-know-there-were-different-religions-until-i-went-to-a-school-in-abu-dhabi-former-uae-res,Former journalist and entrepreneur Sidin Vadukut reminisces his growing years in Abu Dhabi,,,"Didnt know there were different religions until schooling in UAE, says former resident. Former journalist and entrepreneur Sidin Vadukut reminisces his growing years in Abu Dhabi",0.5966337323188782,True
"20,000 school seats in Abu Dhabi with master plan",https://www.khaleejtimes.com/uae/education/20000-school-seats-in-abu-dhabi-with-master-plan,"When all buildings according to the master plan will be complete Al Reem Island will have 210,000 residents, from just 20,000 residents now.",,,"20,000 school seats in Abu Dhabi with master plan. When all buildings according to the master plan will be complete Al Reem Island will have 210,000 residents, from just 20,000 residents now.",0.4516647458076477,True
"Chromebooks: Testing students metal at Summit International School, Abu Dhabi",https://www.khaleejtimes.com/business/chromebooks-testing-students-metal-at-summit-international-school-abu-dhabi,"Chromebook use will evolve into website use for digital storytelling for social studies, reading, language arts, music and science",,,"Chromebooks: Testing students metal at Summit International School, Abu Dhabi. Chromebook use will evolve into website use for digital storytelling for social studies, reading, language arts, music and science",0.4008693993091583,True
UAE: Abu Dhabi school among top 3 contenders for environment prize,https://www.khaleejtimes.com/uae/uae-abu-dhabi-school-among-top-3-contenders-for-environment-prize,Mamoura British Academy has empowered its students and transformed communities through its sustainability initiatives,,,UAE: Abu Dhabi school among top 3 contenders for environment prize. Mamoura British Academy has empowered its students and transformed communities through its sustainability initiatives,0.6869080066680908,True
UAE: Abu Dhabi strengthens school zone safety measures ahead of academic year,https://www.khaleejtimes.com/uae/uae-abu-dhabi-strengthens-school-zone-safety-measures-ahead-of-academic-year,"The municipality is dedicated to providing a secure environment for students, educators, guardians, and drivers navigating these crucial zones",,,"UAE: Abu Dhabi strengthens school zone safety measures ahead of academic year. The municipality is dedicated to providing a secure environment for students, educators, guardians, and drivers navigating these crucial zones",0.6029966473579407,True
